# wavelength(micron) (rp/rs)^2 std((rp/rs)^2)
6.68690611e+00 2.80565860e-02 1.34384372e-03
6.66382715e+00 2.81550236e-02 1.34384372e-03
6.64082785e+00 2.80341430e-02 1.34384372e-03
6.61790793e+00 2.78451817e-02 1.34384372e-03
6.59506711e+00 2.81243738e-02 1.34384372e-03
6.57230512e+00 2.78929685e-02 1.34384372e-03
6.54962170e+00 2.78475350e-02 1.34384372e-03
6.52701656e+00 2.79166695e-02 1.34384372e-03
6.50448944e+00 2.76710093e-02 1.34384372e-03
6.48204007e+00 2.79269481e-02 1.34384372e-03
6.45966819e+00 2.74563700e-02 1.34384372e-03
6.43737351e+00 2.76289993e-02 1.34384372e-03
6.41515579e+00 2.75623881e-02 1.34384372e-03
6.39301474e+00 2.72209018e-02 1.34384372e-03
6.37095011e+00 2.71921496e-02 1.34384372e-03
6.34896163e+00 2.74429529e-02 1.34384372e-03
6.32704905e+00 2.72732122e-02 1.34384372e-03
6.30521209e+00 2.74111396e-02 1.34384372e-03
6.28345050e+00 2.73010434e-02 1.34384372e-03
6.26176402e+00 2.74576418e-02 1.34384372e-03
6.24015238e+00 2.73842249e-02 1.34384372e-03
6.21861534e+00 2.73954303e-02 1.34384372e-03
6.19715262e+00 2.73621943e-02 1.34384372e-03
6.17576399e+00 2.75654073e-02 1.34384372e-03
6.15444917e+00 2.76659510e-02 1.34384372e-03
6.13320792e+00 2.73508660e-02 1.34384372e-03
6.11203998e+00 2.75844431e-02 1.34384372e-03
6.09094509e+00 2.73738517e-02 1.34384372e-03
6.06992302e+00 2.72930097e-02 1.34384372e-03
6.04897350e+00 2.77281024e-02 1.34384372e-03
6.02809628e+00 2.76895711e-02 1.34384372e-03
6.00729112e+00 2.73079355e-02 1.34384372e-03
5.98655776e+00 2.76926963e-02 1.34384372e-03
5.96589596e+00 2.75950308e-02 1.34384372e-03
5.94530548e+00 2.77175762e-02 1.34384372e-03
5.92478606e+00 2.76369264e-02 1.34384372e-03
5.90433746e+00 2.76782523e-02 1.34384372e-03
5.88395943e+00 2.78105798e-02 1.34384372e-03
